usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,cpu_utilization,storage_efficiency,region_East US,region_North Europe,region_Southeast Asia,region_West US,resource_type_Container,resource_type_Storage,resource_type_VM,year,month,day,day_of_week,quarter,week_of_year,is_month_start,is_month_end,is_weekend
89,669,482,99.87,0.89,0,0.898989898989899,0.33533834586466166,0,0,0,1,1,0,0,2023,1,17,1,1,3,0,0,0
94,1171,372,108.23,0.88,0,0.9494949494949495,0.5869674185463659,0,1,0,0,1,0,0,2023,1,18,2,1,3,0,0,0
96,1672,279,108.23,0.88,0,0.9696969696969697,0.8385155466399198,0,0,1,0,0,0,1,2023,1,18,2,1,3,0,0,0
55,557,243,108.23,0.88,0,0.5555555555555556,0.2796184738955823,0,1,0,0,0,1,0,2023,1,18,2,1,3,0,0,0
86,1750,346,108.23,0.88,0,0.8686868686868687,0.8771929824561403,0,0,1,0,1,0,0,2023,1,18,2,1,3,0,0,0
70,702,451,108.23,0.88,0,0.7070707070707071,0.35240963855421686,0,0,1,0,0,1,0,2023,1,18,2,1,3,0,0,0
98,1932,316,108.23,0.88,0,0.98989898989899,0.9689067201604814,0,1,0,0,0,0,1,2023,1,18,2,1,3,0,0,0
88,590,401,108.23,0.88,0,0.8888888888888888,0.2958876629889669,1,0,0,0,0,0,1,2023,1,18,2,1,3,0,0,0
69,975,200,108.23,0.88,0,0.696969696969697,0.4894578313253012,0,0,0,1,0,1,0,2023,1,18,2,1,3,0,0,0
99,1743,325,108.23,0.88,0,1.0,0.8741223671013039,0,0,0,1,0,0,1,2023,1,18,2,1,3,0,0,0
52,672,340,108.23,0.88,0,0.5252525252525253,0.3368421052631579,1,0,0,0,1,0,0,2023,1,18,2,1,3,0,0,0
75,538,325,108.23,0.88,0,0.7575757575757576,0.2700803212851406,1,0,0,0,0,1,0,2023,1,18,2,1,3,0,0,0
52,847,389,108.23,0.88,0,0.5252525252525253,0.4245614035087719,0,0,0,1,1,0,0,2023,1,18,2,1,3,0,0,0
62,1231,439,102.09,0.8,0,0.6262626262626263,0.6170426065162907,0,0,1,0,1,0,0,2023,1,19,3,1,3,0,0,0
58,1428,411,102.09,0.8,0,0.5858585858585859,0.7168674698795181,0,0,1,0,0,1,0,2023,1,19,3,1,3,0,0,0
85,1001,344,102.09,0.8,0,0.8585858585858586,0.5020060180541625,0,0,1,0,0,0,1,2023,1,19,3,1,3,0,0,0
77,1231,240,102.09,0.8,0,0.7777777777777778,0.6170426065162907,0,1,0,0,1,0,0,2023,1,19,3,1,3,0,0,0
75,1197,377,102.09,0.8,0,0.7575757575757576,0.6009036144578314,0,1,0,0,0,1,0,2023,1,19,3,1,3,0,0,0
57,1645,363,102.09,0.8,0,0.5757575757575758,0.824974924774323,0,1,0,0,0,0,1,2023,1,19,3,1,3,0,0,0
59,1235,471,102.09,0.8,0,0.5959595959595959,0.6199799196787149,0,0,0,1,0,1,0,2023,1,19,3,1,3,0,0,0
52,1155,211,102.09,0.8,0,0.5252525252525253,0.5792377131394183,0,0,0,1,0,0,1,2023,1,19,3,1,3,0,0,0
64,1938,200,102.09,0.8,0,0.6464646464646465,0.9714285714285714,1,0,0,0,1,0,0,2023,1,19,3,1,3,0,0,0
90,1828,213,102.09,0.8,0,0.9090909090909091,0.9176706827309237,1,0,0,0,0,1,0,2023,1,19,3,1,3,0,0,0
69,1964,246,102.09,0.8,0,0.696969696969697,0.9849548645937813,1,0,0,0,0,0,1,2023,1,19,3,1,3,0,0,0
57,857,355,102.09,0.8,0,0.5757575757575758,0.4295739348370927,0,0,0,1,1,0,0,2023,1,19,3,1,3,0,0,0
98,1352,481,86.72,1.02,0,0.98989898989899,0.678714859437751,0,1,0,0,0,1,0,2023,1,20,4,1,3,0,0,0
77,1208,332,86.72,1.02,0,0.7777777777777778,0.6055137844611529,0,0,1,0,1,0,0,2023,1,20,4,1,3,0,0,0
90,1622,205,86.72,1.02,0,0.9090909090909091,0.8142570281124498,0,0,1,0,0,1,0,2023,1,20,4,1,3,0,0,0
98,1984,297,86.72,1.02,0,0.98989898989899,0.9949849548645938,0,0,1,0,0,0,1,2023,1,20,4,1,3,0,0,0
74,1326,482,86.72,1.02,0,0.7474747474747475,0.6646616541353384,0,1,0,0,1,0,0,2023,1,20,4,1,3,0,0,0
67,723,438,86.72,1.02,0,0.6767676767676768,0.36258776328986964,0,1,0,0,0,0,1,2023,1,20,4,1,3,0,0,0
78,1408,245,86.72,1.02,0,0.7878787878787878,0.7061183550651956,1,0,0,0,0,0,1,2023,1,20,4,1,3,0,0,0
94,1528,318,86.72,1.02,0,0.9494949494949495,0.7670682730923695,0,0,0,1,0,1,0,2023,1,20,4,1,3,0,0,0
79,1765,450,86.72,1.02,0,0.797979797979798,0.8851554663991976,0,0,0,1,0,0,1,2023,1,20,4,1,3,0,0,0
54,949,209,86.72,1.02,0,0.5454545454545454,0.4756892230576441,1,0,0,0,1,0,0,2023,1,20,4,1,3,0,0,0
84,1776,281,86.72,1.02,0,0.8484848484848485,0.891566265060241,1,0,0,0,0,1,0,2023,1,20,4,1,3,0,0,0
82,873,264,86.72,1.02,0,0.8282828282828283,0.43759398496240604,0,0,0,1,1,0,0,2023,1,20,4,1,3,0,0,0
57,653,449,107.38,1.02,1,0.5757575757575758,0.3278112449799197,0,1,0,0,0,1,0,2023,1,21,5,1,3,0,0,1
54,1489,421,107.38,1.02,1,0.5454545454545454,0.7463659147869675,0,0,1,0,1,0,0,2023,1,21,5,1,3,0,0,1
50,1577,435,107.38,1.02,1,0.5050505050505051,0.7916666666666666,0,0,1,0,0,1,0,2023,1,21,5,1,3,0,0,1
52,1829,467,107.38,1.02,1,0.5252525252525253,0.9172517552657974,0,0,1,0,0,0,1,2023,1,21,5,1,3,0,0,1
83,937,317,107.38,1.02,1,0.8383838383838383,0.46967418546365913,0,1,0,0,1,0,0,2023,1,21,5,1,3,0,0,1
83,1871,294,107.38,1.02,1,0.8383838383838383,0.9383149448345035,0,1,0,0,0,0,1,2023,1,21,5,1,3,0,0,1
87,1270,222,107.38,1.02,1,0.8787878787878788,0.6369107321965898,1,0,0,0,0,0,1,2023,1,21,5,1,3,0,0,1
94,1216,459,107.38,1.02,1,0.9494949494949495,0.6104417670682731,0,0,0,1,0,1,0,2023,1,21,5,1,3,0,0,1
70,1601,200,107.38,1.02,1,0.7070707070707071,0.8029087261785356,0,0,0,1,0,0,1,2023,1,21,5,1,3,0,0,1
59,582,344,107.38,1.02,1,0.5959595959595959,0.29172932330827067,1,0,0,0,1,0,0,2023,1,21,5,1,3,0,0,1
86,1176,401,107.38,1.02,1,0.8686868686868687,0.5903614457831325,1,0,0,0,0,1,0,2023,1,21,5,1,3,0,0,1
50,1380,487,107.38,1.02,1,0.5050505050505051,0.6917293233082706,0,0,0,1,1,0,0,2023,1,21,5,1,3,0,0,1
69,1483,268,98.84,0.97,1,0.696969696969697,0.7433583959899749,0,0,1,0,1,0,0,2023,1,22,6,1,3,0,0,1
66,1853,472,98.84,0.97,1,0.6666666666666666,0.9302208835341366,0,0,1,0,0,1,0,2023,1,22,6,1,3,0,0,1
78,1399,337,98.84,0.97,1,0.7878787878787878,0.70160481444333,0,0,1,0,0,0,1,2023,1,22,6,1,3,0,0,1
91,580,332,98.84,0.97,1,0.9191919191919192,0.2907268170426065,0,1,0,0,1,0,0,2023,1,22,6,1,3,0,0,1
87,1483,229,98.84,0.97,1,0.8787878787878788,0.7444779116465864,0,1,0,0,0,1,0,2023,1,22,6,1,3,0,0,1
67,1297,448,98.84,0.97,1,0.6767676767676768,0.6504513540621866,0,1,0,0,0,0,1,2023,1,22,6,1,3,0,0,1
87,1263,425,98.84,0.97,1,0.8787878787878788,0.6340361445783133,0,0,0,1,0,1,0,2023,1,22,6,1,3,0,0,1
60,934,302,98.84,0.97,1,0.6060606060606061,0.4684052156469408,0,0,0,1,0,0,1,2023,1,22,6,1,3,0,0,1
86,1352,265,98.84,0.97,1,0.8686868686868687,0.6776942355889725,1,0,0,0,1,0,0,2023,1,22,6,1,3,0,0,1
96,1418,406,98.84,0.97,1,0.9696969696969697,0.7118473895582329,1,0,0,0,0,1,0,2023,1,22,6,1,3,0,0,1
66,1123,454,98.84,0.97,1,0.6666666666666666,0.5631895687061184,1,0,0,0,0,0,1,2023,1,22,6,1,3,0,0,1
87,1829,297,98.84,0.97,1,0.8787878787878788,0.9167919799498747,0,0,0,1,1,0,0,2023,1,22,6,1,3,0,0,1
76,592,359,85.21,0.93,0,0.7676767676767676,0.2971887550200803,0,1,0,0,0,1,0,2023,1,23,0,1,4,0,0,0
54,732,211,85.21,0.93,0,0.5454545454545454,0.3669172932330827,0,0,1,0,1,0,0,2023,1,23,0,1,4,0,0,0
91,1033,200,85.21,0.93,0,0.9191919191919192,0.518574297188755,0,0,1,0,0,1,0,2023,1,23,0,1,4,0,0,0
68,1528,291,85.21,0.93,0,0.6868686868686869,0.7662988966900702,0,0,1,0,0,0,1,2023,1,23,0,1,4,0,0,0
99,560,321,85.21,0.93,0,1.0,0.2807017543859649,0,1,0,0,1,0,0,2023,1,23,0,1,4,0,0,0
74,1718,394,85.21,0.93,0,0.7474747474747475,0.8615847542627884,0,1,0,0,0,0,1,2023,1,23,0,1,4,0,0,0
60,610,448,85.21,0.93,0,0.6060606060606061,0.3057644110275689,1,0,0,0,1,0,0,2023,1,23,0,1,4,0,0,0
60,1897,207,85.21,0.93,0,0.6060606060606061,0.9523092369477911,0,0,0,1,0,1,0,2023,1,23,0,1,4,0,0,0
83,552,404,85.21,0.93,0,0.8383838383838383,0.2768304914744233,1,0,0,0,0,0,1,2023,1,23,0,1,4,0,0,0
92,542,439,85.21,0.93,0,0.9292929292929293,0.2720883534136546,1,0,0,0,0,1,0,2023,1,23,0,1,4,0,0,0
53,859,383,85.21,0.93,0,0.5353535353535354,0.4305764411027569,0,0,0,1,1,0,0,2023,1,23,0,1,4,0,0,0
72,1706,294,85.21,0.93,0,0.7272727272727273,0.8555667001003009,0,0,0,1,0,0,1,2023,1,23,0,1,4,0,0,0
51,864,353,95.39,1.11,0,0.5151515151515151,0.4330827067669173,0,0,1,0,1,0,0,2023,1,24,1,1,4,0,0,0
72,577,415,95.39,1.11,0,0.7272727272727273,0.2896586345381526,0,0,1,0,0,1,0,2023,1,24,1,1,4,0,0,0
71,1025,227,95.39,1.11,0,0.7171717171717171,0.5140421263791374,0,0,1,0,0,0,1,2023,1,24,1,1,4,0,0,0
98,1776,379,95.39,1.11,0,0.98989898989899,0.891566265060241,0,1,0,0,0,1,0,2023,1,24,1,1,4,0,0,0
85,1780,207,95.39,1.11,0,0.8585858585858586,0.892678034102307,0,1,0,0,0,0,1,2023,1,24,1,1,4,0,0,0
64,802,326,95.39,1.11,0,0.6464646464646465,0.4020050125313283,0,1,0,0,1,0,0,2023,1,24,1,1,4,0,0,0
96,1579,306,95.39,1.11,0,0.9696969696969697,0.7926706827309237,0,0,0,1,0,1,0,2023,1,24,1,1,4,0,0,0
96,1644,413,95.39,1.11,0,0.9696969696969697,0.8244734202607823,0,0,0,1,0,0,1,2023,1,24,1,1,4,0,0,0
94,1596,481,95.39,1.11,0,0.9494949494949495,0.8,1,0,0,0,1,0,0,2023,1,24,1,1,4,0,0,0
98,1601,417,95.39,1.11,0,0.98989898989899,0.803714859437751,1,0,0,0,0,1,0,2023,1,24,1,1,4,0,0,0
75,1569,233,95.39,1.11,0,0.7575757575757576,0.7868605817452357,1,0,0,0,0,0,1,2023,1,24,1,1,4,0,0,0
97,836,225,95.39,1.11,0,0.9797979797979798,0.41904761904761906,0,0,0,1,1,0,0,2023,1,24,1,1,4,0,0,0
93,1036,344,103.44,0.82,0,0.9393939393939394,0.5200803212851406,0,1,0,0,0,1,0,2023,1,25,2,1,4,0,0,0
96,727,310,103.44,0.82,0,0.9696969696969697,0.3644110275689223,0,0,1,0,1,0,0,2023,1,25,2,1,4,0,0,0
90,608,345,103.44,0.82,0,0.9090909090909091,0.30522088353413657,0,0,1,0,0,1,0,2023,1,25,2,1,4,0,0,0
53,1917,266,103.44,0.82,0,0.5353535353535354,0.9613841524573721,0,0,1,0,0,0,1,2023,1,25,2,1,4,0,0,0
62,1735,224,103.44,0.82,0,0.6262626262626263,0.8696741854636592,0,1,0,0,1,0,0,2023,1,25,2,1,4,0,0,0
88,585,325,103.44,0.82,0,0.8888888888888888,0.2933801404212638,0,1,0,0,0,0,1,2023,1,25,2,1,4,0,0,0
52,1418,437,103.44,0.82,0,0.5252525252525253,0.7118473895582329,1,0,0,0,0,1,0,2023,1,25,2,1,4,0,0,0
74,984,227,103.44,0.82,0,0.7474747474747475,0.4939759036144578,0,0,0,1,0,1,0,2023,1,25,2,1,4,0,0,0
84,1538,391,103.44,0.82,0,0.8484848484848485,0.7713139418254764,0,0,0,1,0,0,1,2023,1,25,2,1,4,0,0,0
92,1797,493,103.44,0.82,0,0.9292929292929293,0.9007518796992481,1,0,0,0,1,0,0,2023,1,25,2,1,4,0,0,0
63,1198,206,103.44,0.82,0,0.6363636363636364,0.600802407221665,1,0,0,0,0,0,1,2023,1,25,2,1,4,0,0,0
59,1562,472,103.44,0.82,0,0.5959595959595959,0.7829573934837093,0,0,0,1,1,0,0,2023,1,25,2,1,4,0,0,0
79,1342,294,103.24,0.96,0,0.797979797979798,0.6736947791164659,0,1,0,0,0,1,0,2023,1,26,3,1,4,0,0,0
73,1746,205,103.24,0.96,0,0.7373737373737373,0.8751879699248121,0,0,1,0,1,0,0,2023,1,26,3,1,4,0,0,0
89,728,235,103.24,0.96,0,0.898989898989899,0.3654618473895582,0,0,1,0,0,1,0,2023,1,26,3,1,4,0,0,0
52,742,230,103.24,0.96,0,0.5252525252525253,0.3721163490471414,0,0,1,0,0,0,1,2023,1,26,3,1,4,0,0,0
70,1123,203,103.24,0.96,0,0.7070707070707071,0.5631895687061184,0,1,0,0,0,0,1,2023,1,26,3,1,4,0,0,0
73,1322,336,103.24,0.96,0,0.7373737373737373,0.66265664160401,0,1,0,0,1,0,0,2023,1,26,3,1,4,0,0,0
83,1966,428,103.24,0.96,0,0.8383838383838383,0.9869477911646586,0,0,0,1,0,1,0,2023,1,26,3,1,4,0,0,0
55,1191,481,103.24,0.96,0,0.5555555555555556,0.5972918756268807,0,0,0,1,0,0,1,2023,1,26,3,1,4,0,0,0
82,1960,349,103.24,0.96,0,0.8282828282828283,0.9824561403508771,0,0,0,1,1,0,0,2023,1,26,3,1,4,0,0,0
68,924,300,103.24,0.96,0,0.6868686868686869,0.4631578947368421,1,0,0,0,1,0,0,2023,1,26,3,1,4,0,0,0
57,1892,435,103.24,0.96,0,0.5757575757575758,0.9497991967871486,1,0,0,0,0,1,0,2023,1,26,3,1,4,0,0,0
71,533,310,103.24,0.96,0,0.7171717171717171,0.26730190571715146,1,0,0,0,0,0,1,2023,1,26,3,1,4,0,0,0
86,638,458,93.23,1.06,0,0.8686868686868687,0.32028112449799195,0,0,1,0,0,1,0,2023,1,27,4,1,4,0,0,0
63,819,237,93.23,1.06,0,0.6363636363636364,0.4107321965897693,0,0,1,0,0,0,1,2023,1,27,4,1,4,0,0,0
96,500,289,93.23,1.06,0,0.9696969696969697,0.2506265664160401,0,1,0,0,1,0,0,2023,1,27,4,1,4,0,0,0
69,612,339,93.23,1.06,0,0.696969696969697,0.3072289156626506,0,1,0,0,0,1,0,2023,1,27,4,1,4,0,0,0
53,1223,424,93.23,1.06,0,0.5353535353535354,0.6133400200601805,0,1,0,0,0,0,1,2023,1,27,4,1,4,0,0,0
82,1401,377,93.23,1.06,0,0.8282828282828283,0.7022556390977444,0,0,1,0,1,0,0,2023,1,27,4,1,4,0,0,0
57,1549,372,93.23,1.06,0,0.5757575757575758,0.7776104417670683,0,0,0,1,0,1,0,2023,1,27,4,1,4,0,0,0
51,1346,402,93.23,1.06,0,0.5151515151515151,0.675025075225677,0,0,0,1,0,0,1,2023,1,27,4,1,4,0,0,0
98,1003,261,93.23,1.06,0,0.98989898989899,0.5027568922305764,1,0,0,0,1,0,0,2023,1,27,4,1,4,0,0,0
60,503,333,93.23,1.06,0,0.6060606060606061,0.25251004016064255,1,0,0,0,0,1,0,2023,1,27,4,1,4,0,0,0
51,967,419,93.23,1.06,0,0.5151515151515151,0.48495486459378134,1,0,0,0,0,0,1,2023,1,27,4,1,4,0,0,0
93,825,317,93.23,1.06,0,0.9393939393939394,0.41353383458646614,0,0,0,1,1,0,0,2023,1,27,4,1,4,0,0,0
70,1688,204,110.31,1.09,1,0.7070707070707071,0.8461152882205514,0,0,1,0,1,0,0,2023,1,28,5,1,4,0,0,1
63,1297,490,110.31,1.09,1,0.6363636363636364,0.6511044176706827,0,0,1,0,0,1,0,2023,1,28,5,1,4,0,0,1
78,1372,428,110.31,1.09,1,0.7878787878787878,0.6880641925777332,0,0,1,0,0,0,1,2023,1,28,5,1,4,0,0,1
50,1819,259,110.31,1.09,1,0.5050505050505051,0.9117794486215539,0,1,0,0,1,0,0,2023,1,28,5,1,4,0,0,1
83,1087,234,110.31,1.09,1,0.8383838383838383,0.5456827309236948,0,1,0,0,0,1,0,2023,1,28,5,1,4,0,0,1
93,833,336,110.31,1.09,1,0.9393939393939394,0.417753259779338,0,1,0,0,0,0,1,2023,1,28,5,1,4,0,0,1
84,1618,268,110.31,1.09,1,0.8484848484848485,0.8110275689223058,0,0,0,1,1,0,0,2023,1,28,5,1,4,0,0,1
58,1284,464,110.31,1.09,1,0.5858585858585859,0.6439317953861585,0,0,0,1,0,0,1,2023,1,28,5,1,4,0,0,1
89,820,300,110.31,1.09,1,0.898989898989899,0.41102756892230574,1,0,0,0,1,0,0,2023,1,28,5,1,4,0,0,1
93,1397,212,110.31,1.09,1,0.9393939393939394,0.7013052208835341,1,0,0,0,0,1,0,2023,1,28,5,1,4,0,0,1
59,760,337,110.31,1.09,1,0.5959595959595959,0.3811434302908726,1,0,0,0,0,0,1,2023,1,28,5,1,4,0,0,1
60,1410,237,110.31,1.09,1,0.6060606060606061,0.7078313253012049,0,0,0,1,0,1,0,2023,1,28,5,1,4,0,0,1
66,1748,303,91.61,0.97,1,0.6666666666666666,0.8775100401606426,0,1,0,0,0,1,0,2023,1,29,6,1,4,0,0,1
96,1812,430,91.61,0.97,1,0.9696969696969697,0.9082706766917293,0,0,1,0,1,0,0,2023,1,29,6,1,4,0,0,1
57,1053,214,91.61,0.97,1,0.5757575757575758,0.5286144578313253,0,0,1,0,0,1,0,2023,1,29,6,1,4,0,0,1
55,1078,378,91.61,0.97,1,0.5555555555555556,0.5406218655967904,0,0,1,0,0,0,1,2023,1,29,6,1,4,0,0,1
89,1562,397,91.61,0.97,1,0.898989898989899,0.7829573934837093,0,1,0,0,1,0,0,2023,1,29,6,1,4,0,0,1
64,1492,352,91.61,0.97,1,0.6464646464646465,0.7482447342026078,0,1,0,0,0,0,1,2023,1,29,6,1,4,0,0,1
74,1565,288,91.61,0.97,1,0.7474747474747475,0.7844611528822055,1,0,0,0,1,0,0,2023,1,29,6,1,4,0,0,1
89,1299,378,91.61,0.97,1,0.898989898989899,0.6521084337349398,0,0,0,1,0,1,0,2023,1,29,6,1,4,0,0,1
87,1546,262,91.61,0.97,1,0.8787878787878788,0.774937343358396,0,0,0,1,1,0,0,2023,1,29,6,1,4,0,0,1
75,1073,331,91.61,0.97,1,0.7575757575757576,0.5386546184738956,1,0,0,0,0,1,0,2023,1,29,6,1,4,0,0,1
68,1902,277,91.61,0.97,1,0.6868686868686869,0.9538615847542627,1,0,0,0,0,0,1,2023,1,29,6,1,4,0,0,1
67,795,494,91.61,0.97,1,0.6767676767676768,0.39869608826479436,0,0,0,1,0,0,1,2023,1,29,6,1,4,0,0,1
54,1680,246,103.31,1.1,0,0.5454545454545454,0.8421052631578947,0,1,0,0,1,0,0,2023,1,30,0,1,5,0,0,0
76,919,356,103.31,1.1,0,0.7676767676767676,0.4608826479438315,1,0,0,0,0,0,1,2023,1,30,0,1,5,0,0,0
87,1964,296,103.31,1.1,0,0.8787878787878788,0.9859437751004017,1,0,0,0,0,1,0,2023,1,30,0,1,5,0,0,0
86,1934,488,103.31,1.1,0,0.8686868686868687,0.9694235588972431,1,0,0,0,1,0,0,2023,1,30,0,1,5,0,0,0
53,1097,209,103.31,1.1,0,0.5353535353535354,0.5501504513540622,0,0,0,1,0,0,1,2023,1,30,0,1,5,0,0,0
54,1364,317,103.31,1.1,0,0.5454545454545454,0.6847389558232931,0,0,0,1,0,1,0,2023,1,30,0,1,5,0,0,0
87,1682,427,103.31,1.1,0,0.8787878787878788,0.8431077694235589,0,0,0,1,1,0,0,2023,1,30,0,1,5,0,0,0
94,715,383,103.31,1.1,0,0.9494949494949495,0.3585757271815446,0,1,0,0,0,0,1,2023,1,30,0,1,5,0,0,0
64,1680,335,103.31,1.1,0,0.6464646464646465,0.8433734939759037,0,1,0,0,0,1,0,2023,1,30,0,1,5,0,0,0
53,1343,372,103.31,1.1,0,0.5353535353535354,0.6735205616850551,0,0,1,0,0,0,1,2023,1,30,0,1,5,0,0,0
51,1934,294,103.31,1.1,0,0.5151515151515151,0.9708835341365462,0,0,1,0,0,1,0,2023,1,30,0,1,5,0,0,0
85,1815,481,103.31,1.1,0,0.8585858585858586,0.9097744360902256,0,0,1,0,1,0,0,2023,1,30,0,1,5,0,0,0
86,626,305,95.21,0.98,0,0.8686868686868687,0.3139418254764293,0,0,1,0,0,0,1,2023,1,31,1,1,5,0,1,0
98,1103,486,95.21,0.98,0,0.98989898989899,0.553714859437751,0,0,1,0,0,1,0,2023,1,31,1,1,5,0,1,0
59,1371,237,95.21,0.98,0,0.5959595959595959,0.687218045112782,1,0,0,0,1,0,0,2023,1,31,1,1,5,0,1,0
61,1503,332,95.21,0.98,0,0.6161616161616161,0.7533834586466165,0,1,0,0,1,0,0,2023,1,31,1,1,5,0,1,0
58,1513,250,95.21,0.98,0,0.5858585858585859,0.7583959899749373,0,0,1,0,1,0,0,2023,1,31,1,1,5,0,1,0
89,1327,370,95.21,0.98,0,0.898989898989899,0.6661646586345381,0,1,0,0,0,1,0,2023,1,31,1,1,5,0,1,0
92,1806,268,95.21,0.98,0,0.9292929292929293,0.905717151454363,1,0,0,0,0,0,1,2023,1,31,1,1,5,0,1,0
62,1457,409,95.21,0.98,0,0.6262626262626263,0.7303258145363408,0,0,0,1,1,0,0,2023,1,31,1,1,5,0,1,0
96,845,417,95.21,0.98,0,0.9696969696969697,0.4241967871485944,0,0,0,1,0,1,0,2023,1,31,1,1,5,0,1,0
55,1211,222,95.21,0.98,0,0.5555555555555556,0.607321965897693,0,0,0,1,0,0,1,2023,1,31,1,1,5,0,1,0
69,510,453,95.21,0.98,0,0.696969696969697,0.2560240963855422,1,0,0,0,0,1,0,2023,1,31,1,1,5,0,1,0
74,1492,310,95.21,0.98,0,0.7474747474747475,0.7482447342026078,0,1,0,0,0,0,1,2023,1,31,1,1,5,0,1,0
92,1454,450,88.94,0.88,0,0.9292929292929293,0.7291875626880642,0,0,1,0,0,0,1,2023,2,1,2,1,5,1,0,0
73,524,379,88.94,0.88,0,0.7373737373737373,0.26305220883534136,0,0,1,0,0,1,0,2023,2,1,2,1,5,1,0,0
95,1928,309,88.94,0.88,0,0.9595959595959596,0.9664160401002506,1,0,0,0,1,0,0,2023,2,1,2,1,5,1,0,0
51,1733,216,88.94,0.88,0,0.5151515151515151,0.868671679197995,0,1,0,0,1,0,0,2023,2,1,2,1,5,1,0,0
55,1684,376,88.94,0.88,0,0.5555555555555556,0.844110275689223,0,0,1,0,1,0,0,2023,2,1,2,1,5,1,0,0
74,574,493,88.94,0.88,0,0.7474747474747475,0.28815261044176704,0,1,0,0,0,1,0,2023,2,1,2,1,5,1,0,0
78,1985,495,88.94,0.88,0,0.7878787878787878,0.9954864593781344,1,0,0,0,0,0,1,2023,2,1,2,1,5,1,0,0
59,1959,316,88.94,0.88,0,0.5959595959595959,0.9819548872180451,0,0,0,1,1,0,0,2023,2,1,2,1,5,1,0,0
89,1160,336,88.94,0.88,0,0.898989898989899,0.5823293172690763,0,0,0,1,0,1,0,2023,2,1,2,1,5,1,0,0
85,1705,200,88.94,0.88,0,0.8585858585858586,0.8550651955867603,0,0,0,1,0,0,1,2023,2,1,2,1,5,1,0,0
90,1278,456,88.94,0.88,0,0.9090909090909091,0.641566265060241,1,0,0,0,0,1,0,2023,2,1,2,1,5,1,0,0
75,1436,490,88.94,0.88,0,0.7575757575757576,0.720160481444333,0,1,0,0,0,0,1,2023,2,1,2,1,5,1,0,0
96,1509,393,108.13,1.14,0,0.9696969696969697,0.7563909774436091,0,0,1,0,1,0,0,2023,2,2,3,1,5,0,0,0
67,1268,277,108.13,1.14,0,0.6767676767676768,0.6365461847389559,0,0,1,0,0,1,0,2023,2,2,3,1,5,0,0,0
65,1947,218,108.13,1.14,0,0.6565656565656566,0.9764292878635907,0,0,1,0,0,0,1,2023,2,2,3,1,5,0,0,0
79,784,485,108.13,1.14,0,0.797979797979798,0.3929824561403509,0,1,0,0,1,0,0,2023,2,2,3,1,5,0,0,0
68,1841,231,108.13,1.14,0,0.6868686868686869,0.9241967871485943,0,1,0,0,0,1,0,2023,2,2,3,1,5,0,0,0
81,1664,414,108.13,1.14,0,0.8181818181818182,0.8345035105315948,0,1,0,0,0,0,1,2023,2,2,3,1,5,0,0,0
71,975,262,108.13,1.14,0,0.7171717171717171,0.4894578313253012,0,0,0,1,0,1,0,2023,2,2,3,1,5,0,0,0
90,1188,347,108.13,1.14,0,0.9090909090909091,0.5957873620862588,0,0,0,1,0,0,1,2023,2,2,3,1,5,0,0,0
56,1348,283,108.13,1.14,0,0.5656565656565656,0.6756892230576441,1,0,0,0,1,0,0,2023,2,2,3,1,5,0,0,0
75,655,248,108.13,1.14,0,0.7575757575757576,0.3288152610441767,1,0,0,0,0,1,0,2023,2,2,3,1,5,0,0,0
78,562,349,108.13,1.14,0,0.7878787878787878,0.2818455366098295,1,0,0,0,0,0,1,2023,2,2,3,1,5,0,0,0
89,1060,456,108.13,1.14,0,0.898989898989899,0.531328320802005,0,0,0,1,1,0,0,2023,2,2,3,1,5,0,0,0
83,595,287,99.28,1.1,0,0.8383838383838383,0.2982456140350877,0,0,1,0,1,0,0,2023,2,3,4,1,5,0,0,0
82,1506,463,99.28,1.1,0,0.8282828282828283,0.7560240963855421,0,0,1,0,0,1,0,2023,2,3,4,1,5,0,0,0
96,1752,266,99.28,1.1,0,0.9696969696969697,0.8786359077231695,0,0,1,0,0,0,1,2023,2,3,4,1,5,0,0,0
57,1577,448,99.28,1.1,0,0.5757575757575758,0.7904761904761904,0,1,0,0,1,0,0,2023,2,3,4,1,5,0,0,0
52,942,454,99.28,1.1,0,0.5252525252525253,0.47289156626506024,0,1,0,0,0,1,0,2023,2,3,4,1,5,0,0,0
50,812,446,99.28,1.1,0,0.5050505050505051,0.40722166499498497,0,1,0,0,0,0,1,2023,2,3,4,1,5,0,0,0
77,1701,207,99.28,1.1,0,0.7777777777777778,0.8526315789473684,0,0,0,1,1,0,0,2023,2,3,4,1,5,0,0,0
88,1299,465,99.28,1.1,0,0.8888888888888888,0.6514543630892679,0,0,0,1,0,0,1,2023,2,3,4,1,5,0,0,0
50,1787,254,99.28,1.1,0,0.5050505050505051,0.8957393483709273,1,0,0,0,1,0,0,2023,2,3,4,1,5,0,0,0
79,1446,331,99.28,1.1,0,0.797979797979798,0.7259036144578314,1,0,0,0,0,1,0,2023,2,3,4,1,5,0,0,0
77,1636,313,99.28,1.1,0,0.7777777777777778,0.8204613841524574,1,0,0,0,0,0,1,2023,2,3,4,1,5,0,0,0
59,661,286,99.28,1.1,0,0.5959595959595959,0.3318273092369478,0,0,0,1,0,1,0,2023,2,3,4,1,5,0,0,0
